Preg_num,ID_num,UNIT,INF.SEX,PARITY,CONCEPTION_DATE,BIRTH_DATE,birth_mo,birth_day,birth_yr,dry.wt,SID,SAMPLE_DATE,Month,Year,Time,RIA.GC.ng.g,logRIA,Days_past_conc,biweek,EIA.Dilution,EIA.GC.dose,EIA.GC.ng.g,EIA.Assay,logEIA,repro_state
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.062,10774,12/6/13,12,2013,11:05,24.06079684,3.180583829,219,30 weeks,80,10.83560597,838.8856234,Preg10,6.732074372,Lactating_3
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.105,10879,12/25/13,12,2013,9:02,29.89084503,3.397552247,238,32 weeks,80,34.87017701,1594.065235,Preg10,7.374042784,Lactating_3
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.105,10883,1/7/14,1,2014,8:56,18.70073495,2.928562825,251,34 weeks,80,11.55720224,528.3292452,Preg10,6.26971966,Lactating_3
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.049,10953,1/13/14,1,2014,11:38,36.83720022,3.60650821,257,36 weeks,80,16.77288,1643.057633,Preg11,7.404314195,Lactating_3
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.097,10984,1/22/14,1,2014,10:00,31.6365478,3.454313028,266,36 weeks,80,14.3604494,710.6201765,Preg11,6.566138077,Lactating_3
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.079,8746,3/11/13,3,2013,9:05,17.49567811,2.861953885,-51,-8 weeks,80,19.09956929,1160.48016,Preg2,7.056589129,PreG_3
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.139,8882,4/5/13,4,2013,9:36,17.59108708,2.867392358,-26,-4 weeks,80,27.26683548,941.5885634,Preg3,6.84756841,PreG_3
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.094,9075,5/2/13,5,2013,10:09,13.71822452,2.618725206,1,-2 weeks,80,11.42318873,583.3117647,Preg3,6.368721803,1st_Trimester
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.132,9424,6/17/13,6,2013,11:10,14.2398602,2.656045089,47,8 weeks,80,23.03864667,837.7689698,Preg3,6.73074237,1st_Trimester
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.035,10337,10/21/13,10,2013,10:03,35.00250013,3.555419491,173,24 weeks,80,9.803674607,1344.503946,Preg5B,7.203780411,3rd_Trimester
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.088,9667,7/25/13,7,2013,2:09,25.61655148,3.243238685,85,12 weeks,80,35.50169998,1936.456362,Preg9B,7.568614964,2nd_Trimester
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.072,9837,8/22/13,8,2013,11:51,21.76039312,3.080091488,113,16 weeks,80,13.87745903,925.1639352,Preg9B,6.829970949,2nd_Trimester
Preg_12,ID_12,C4,M,multi,5/1/13,10/30/13,10,30,13,0.083,9901,9/2/13,9,2013,8:39,24.68695902,3.206275129,124,18 weeks,80,20.45279581,1182.812288,Preg9B,7.075650177,3rd_Trimester
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.037,3098,11/5/09,11,2009,1462.438194,22.36349878,3.107430111,-64,-10 weeks,80,4.417908183,573.1340346,Preg15,6.351119607,PreG_3
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.069,3201,12/4/09,12,2009,1462.447917,27.18064541,3.302505154,-35,-6 weeks,80,11.37939014,791.6097489,Preg16,6.674068529,PreG_3
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.046,3257,1/25/10,1,2010,1462.483333,26.839466,3.289873416,17,4 weeks,80,15.39605154,1606.544509,Preg16,7.381840884,1st_Trimester
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.059,3278,2/2/10,2,2010,1462.436111,32.45249724,3.479777397,25,4 weeks,80,24.23344945,1971.53487,Preg16,7.58656764,1st_Trimester
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.06,3343,2/19/10,2,2010,1462.422917,37.15421203,3.615077144,42,6 weeks,80,16.03735731,1282.988584,Preg16,7.156947467,1st_Trimester
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.09,3437,3/5/10,3,2010,1462.381944,22.87329357,3.12997001,56,8 weeks,80,18.71646029,998.2112154,Preg16,6.905964893,1st_Trimester
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.047,3464,3/18/10,3,2010,1462.404861,22.29268362,3.104258536,69,10 weeks,80,19.97176491,2039.669608,Preg16,7.620543117,2nd_Trimester
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.05,3111,11/10/09,11,2009,1462.384722,24.77224217,3.209723759,-59,-10 weeks,80,5.915442687,567.8824979,Preg20B,6.341914527,PreG_3
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.068,3608,4/21/10,4,2010,1462.445833,34.2440885,3.533513951,103,14 weeks,80,26.13200144,1844.611867,Preg4B,7.520024164,2nd_Trimester
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.054,3644,5/5/10,5,2010,1462.40625,27.20408674,3.30336721,117,16 weeks,80,15.09669957,1341.928851,Preg4B,7.201863299,2nd_Trimester
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.054,3927,6/18/10,6,2010,1462.397917,33.71153462,3.517840052,161,22 weeks,80,27.55970951,2449.751956,Preg5B,7.803742056,3rd_Trimester
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.072,4086,8/12/10,8,2010,9:27,40.51623798,3.701702832,216,30 weeks,80,18.29368998,1219.579332,Preg6,7.106261268,Lactating_3
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.09,4220,9/9/10,9,2010,1462.340278,30.93094534,3.43175715,244,34 weeks,80,26.23682953,1399.297575,Preg6,7.243725658,Lactating_3
Preg_13,ID_12,C1,M,primi,1/8/10,7/9/10,7,9,10,0.045,4287,10/1/10,10,2010,1462.390972,28.25571312,3.341295671,266,36 weeks,80,22.2756304,2376.067243,Preg6,7.773201981,Lactating_3
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.046,1745,9/20/08,9,2008,1462.365278,18.5367366,2.919754525,-80,-12 weeks,80,15.28799062,1595.268586,Preg15,7.374797394,PreG_3
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.039,1798,11/3/08,11,2008,1462.429167,36.00679375,3.583707636,-36,-6 weeks,80,16.39943452,2018.39194,Preg15,7.610056404,PreG_3
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.078,1942,2/7/09,2,2009,1462.395833,22.88097093,3.130305601,60,8 weeks,80,6.785927452,417.5955355,Preg17,6.034513346,1st_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.068,1966,2/12/09,2,2009,1462.376389,26.32099416,3.270366878,65,10 weeks,80,11.09162427,782.9381835,Preg17,6.663053745,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.052,2024,2/23/09,2,2009,1462.484028,21.62843413,3.074008844,76,10 weeks,80,27.95249616,2580.230415,Preg17,7.855633982,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.063,2055,3/1/09,3,2009,1462.433333,29.88627714,3.397399417,82,12 weeks,80,13.55584063,1032.825953,Preg18,6.940053968,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.063,2072,3/4/09,3,2009,1462.459722,27.98729414,3.331750626,85,12 weeks,80,10.29447281,784.3407853,Preg18,6.664843601,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.064,2103,3/8/09,3,2009,1462.425,21.45734939,3.066067216,89,12 weeks,80,10.7062838,802.9712848,Preg18,6.688318953,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.071,2125,3/11/09,3,2009,1462.440972,21.03151042,3.046021809,92,14 weeks,80,9.231735589,624.1173356,Preg18,6.436338389,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.109,2187,3/25/09,3,2009,1462.422222,18.1433255,2.898302752,106,14 weeks,80,30.91267288,1361.292017,Preg18,7.21618954,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.078,2213,3/30/09,3,2009,1462.395833,18.84206298,2.936091763,111,16 weeks,80,15.04389651,925.7782467,Preg18,6.830634732,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.07,2393,4/15/09,4,2009,1462.447222,19.60839708,2.975957897,127,18 weeks,80,10.65678331,730.7508554,Preg19B,6.594072575,3rd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.05,2440,4/28/09,4,2009,1462.40625,27.00700147,3.296096146,140,20 weeks,80,9.384569735,900.9186945,Preg19B,6.803415014,3rd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.083,2521,5/14/09,5,2009,1462.358333,21.0238035,3.045655296,156,22 weeks,80,11.42817427,660.9064638,Preg19B,6.493612323,3rd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.05,2553,5/20/09,5,2009,1462.366667,24.33685139,3.19199172,162,22 weeks,80,8.106019889,778.1779094,Preg19B,6.656955173,3rd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.076,2612,6/2/09,6,2009,1462.413889,21.90561761,3.086743116,175,24 weeks,80,9.446932814,596.6483883,Preg19B,6.391327976,3rd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.049,1768,10/6/08,10,2008,1462.372222,12.07318875,2.490987188,-64,-10 weeks,80,5.546804771,543.3604674,Preg1B,6.297772944,PreG_3
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.068,1866,1/24/09,1,2009,1462.403472,17.56212543,2.865744619,46,6 weeks,80,9.143849828,645.4482232,Preg1B,6.469944995,1st_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.085,1913,2/4/09,2,2009,1462.416667,16.95380099,2.830492056,57,8 weeks,80,20.30923825,1146.874631,Preg1B,7.044795809,1st_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.075,1999,2/19/09,2,2009,1462.332639,13.93056512,2.634085356,72,10 weeks,80,9.196023733,588.5455189,Preg1B,6.377654271,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.07,2043,2/26/09,2,2009,1462.414583,16.13978246,2.781287184,79,12 weeks,80,5.944602909,407.6299137,Preg2,6.010359688,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.081,2146,3/15/09,3,2009,1462.477083,15.62579443,2.748923038,96,14 weeks,80,9.355029813,554.3721371,Preg2,6.317836189,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.067,2250,4/4/09,4,2009,1462.429167,16.31955017,2.792363786,116,16 weeks,80,24.32816484,1742.913302,Preg2,7.463313304,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.114,2286,4/8/09,4,2009,1462.344444,16.72288587,2.816778193,120,16 weeks,80,31.09176644,1309.127008,Preg2,7.177115788,2nd_Trimester
Preg_14,ID_13,C2,M,multi,12/9/08,6/9/09,6,9,9,0.094,2157,3/21/09,3,2009,1462.376389,22.31543988,3.10527881,102,14 weeks,80,10.69526123,546.140999,Preg20B,6.302877182,2nd_Trimester
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.06,3502,4/2/10,4,2010,1462.451389,20.56203263,3.023446299,-68,-10 weeks,80,12.89355711,1031.484569,Preg17,6.938754373,PreG_3
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.069,3747,5/15/10,5,2010,1462.436806,21.68992297,3.076847773,-25,-4 weeks,80,30.18035275,2099.5028,Preg4B,7.649455834,PreG_3
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.035,3923,6/18/10,6,2010,1462.385417,17.14895134,2.841937025,9,2 weeks,80,5.687798462,780.040932,Preg5B,6.659346395,1st_Trimester
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.037,4127,8/18/10,8,2010,1462.457639,23.17731557,3.143174023,70,10 weeks,80,10.76613884,1396.688282,Preg6,7.241859201,2nd_Trimester
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.059,4221,9/9/10,9,2010,1462.349306,25.91173882,3.254696102,92,14 weeks,80,27.15402763,2209.141231,Preg6,7.700359136,2nd_Trimester
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.082,4313,10/2/10,10,2010,1462.490278,31.64949765,3.454722276,115,16 weeks,80,23.05529291,1349.578121,Preg6,7.20754732,2nd_Trimester
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.065,3979,7/22/10,7,2010,1462.451389,24.89012387,3.214471093,43,6 weeks,80,25.09230221,1852.970009,Preg8,7.524545041,1st_Trimester
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.059,4544,11/3/10,11,2010,1462.420833,27.67056867,3.320369345,147,20 weeks,80,15.82572599,1287.516691,Preg8,7.160470596,3rd_Trimester
Preg_15,ID_13,C2,M,multi,6/9/10,12/8/10,12,8,10,0.062,4737,12/7/10,12,2010,1462.398611,25.28003791,3.230015069,181,24 weeks,80,8.504299687,658.3973951,Preg8,6.489808693,3rd_Trimester
Preg_16,ID_14,C,M,multi,1/18/07,7/19/07,7,19,7,0.045,867,8/4/07,8,2007,1462.473611,26.40944755,3.273721808,198,28 weeks,80,9.579180139,1021.779215,Preg14,6.929300715,Lactating_3
Preg_16,ID_14,C,M,multi,1/18/07,7/19/07,7,19,7,0.077,768,5/17/07,5,2007,1462.4375,48.25023677,3.876400735,119,16 weeks,80,23.33866965,1454.878108,Preg1B,7.282677402,2nd_Trimester
Preg_16,ID_14,C,M,multi,1/18/07,7/19/07,7,19,7,0.084,790,6/8/07,6,2007,1462.368056,40.55163147,3.702576013,141,20 weeks,80,11.12334472,635.6196981,Preg1B,6.454600426,3rd_Trimester
Preg_16,ID_14,C,M,multi,1/18/07,7/19/07,7,19,7,0.055,923,9/5/07,9,2007,1462.456944,16.81225641,2.822108169,230,32 weeks,80,5.519981318,481.7438241,Preg1B,6.177412487,Lactating_3
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.086,791,6/8/07,6,2007,1462.379167,35.53499101,3.570517873,-6,-2 weeks,80,19.05617608,1063.600525,Preg14,6.969415153,PreG_3
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.088,902,8/17/07,8,2007,11:51,33.92216107,3.52406852,64,10 weeks,80,14.44716174,788.0270041,Preg14,6.669532358,2nd_Trimester
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.05,982,10/24/07,10,2007,1462.472222,24.61427127,3.203326408,132,18 weeks,80,7.406299955,711.0047957,Preg14,6.566679175,3rd_Trimester
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.063,1065,1/2/08,1,2008,1462.361806,26.20640631,3.266003897,202,28 weeks,80,11.25059475,857.1881716,Preg14,6.753657465,Lactating_3
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.072,1117,2/7/08,2,2008,1462.377778,25.22928499,3.228005423,238,32 weeks,80,12.00941976,800.6279842,Preg14,6.6853964,Lactating_3
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.05,1143,2/20/08,2,2008,1462.413889,31.63511455,3.454267724,251,34 weeks,80,10.71719579,1028.850796,Preg14,6.936197726,Lactating_3
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.07,1170,3/5/08,3,2008,1462.465278,24.57430757,3.201701489,265,36 weeks,80,10.65998048,730.9700898,Preg14,6.594372542,Lactating_3
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.045,1182,3/9/08,3,2008,1462.384722,29.88057262,3.397208524,269,36 weeks,80,7.244040766,772.6976817,Preg15,6.649887875,Lactating_3
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.086,681,4/16/07,4,2007,1462.375,15.80111418,2.760080455,-59,-10 weeks,80,8.658671305,483.2746775,Preg1B,6.180585182,PreG_3
Preg_17,ID_15,C,M,primi,6/14/07,12/13/07,12,13,7,0.04,1014,11/15/07,11,2007,1462.388194,40.98954789,3.713317105,154,22 weeks,80,13.43468638,1612.162365,Preg1B,7.385331641,3rd_Trimester
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.109,8774,3/14/13,3,2013,8:44,22.15874849,3.098232384,103,14 weeks,80,22.30555816,982.2631114,Preg20B,6.889859207,2nd_Trimester
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.065,9863,8/26/13,8,2013,11:37,23.67705781,3.164506554,268,36 weeks,80,11.02396789,814.077629,Preg20B,6.702055729,Lactating_3
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.121,9304,6/5/13,6,2013,11:55,17.93514969,2.886762457,186,26 weeks,80,25.93717818,1028.912854,Preg3,6.936258042,Lactating_3
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.055,7813,9/6/12,9,2012,1462.514583,41.3424136,3.721888937,-86,-12 weeks,80,5.9133445,516.0737018,Preg5B,6.246249588,PreG_3
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.077,7915,10/1/12,10,2012,1462.415278,22.1592657,3.098255725,-61,-10 weeks,80,15.23958951,950.0003848,Preg8,6.85646239,PreG_3
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.085,8122,11/3/12,11,2012,12:38,21.86560623,3.084914911,-28,-4 weeks,80,10.86272809,613.4246453,Preg8,6.419057429,PreG_3
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.1,8376,12/17/12,12,2012,11:00,32.87333327,3.49266179,16,2 weeks,80,18.86346764,905.4464467,Preg8,6.808428133,1st_Trimester
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.075,8459,1/3/13,1,2013,9:56,30.0030622,3.40129945,33,6 weeks,80,16.1176154,1031.527386,Preg8,6.938795882,1st_Trimester
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.095,8631,2/7/13,2,2013,10:58,29.60076972,3.387800365,68,10 weeks,80,14.7998692,747.7828649,Preg9B,6.617112648,2nd_Trimester
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.09,8876,4/5/13,4,2013,9:01,24.350845,3.192566551,125,18 weeks,80,15.08136052,804.339228,Preg9B,6.690021106,3rd_Trimester
Preg_18,ID_16,C1,F,multi,12/1/12,6/1/13,6,1,13,0.099,9089,5/3/13,5,2013,10:30,23.99148684,3.177699052,153,22 weeks,80,26.76384337,1297.640891,Preg9B,7.168303196,3rd_Trimester
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.048,3255,1/25/10,1,2010,1462.420833,30.23432971,3.408978024,-66,-10 weeks,80,7.638162473,763.8162473,Preg16,6.638327246,PreG_3
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.079,3275,2/2/10,2,2010,1462.364583,25.5293161,3.239827443,-58,-8 weeks,80,22.70048026,1379.269687,Preg16,7.229309426,PreG_3
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.06,3337,2/19/10,2,2010,1462.353472,23.48182111,3.156226552,-41,-6 weeks,80,13.30360076,1064.288061,Preg16,6.970061367,PreG_3
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.104,3435,3/5/10,3,2010,1462.359722,22.48042367,3.112644871,-27,-4 weeks,80,11.73183098,541.4691223,Preg16,6.294286042,PreG_3
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.064,3604,4/21/10,4,2010,1462.395833,20.71501791,3.03085894,20,4 weeks,80,16.08847396,1206.635547,Preg20B,7.095591226,1st_Trimester
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.064,3646,5/5/10,5,2010,1462.406944,22.70194048,3.122450405,34,6 weeks,80,18.94727696,1421.045772,Preg20B,7.259148339,1st_Trimester
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.086,4677,12/1/10,12,2010,1462.45,34.23879851,3.53335946,244,34 weeks,80,27.30460364,1523.977878,Preg4B,7.32907922,Lactating_3
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.072,3926,6/18/10,6,2010,1462.397917,15.01645003,2.709146269,78,12 weeks,80,13.90970239,927.3134924,Preg5B,6.832291688,2nd_Trimester
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.085,4085,8/12/10,8,2010,1462.393056,25.99369411,3.257853974,133,18 weeks,80,22.65756034,1279.485761,Preg6,7.154213527,3rd_Trimester
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.094,4230,9/9/10,9,2010,9:18,31.44397434,3.44820737,161,22 weeks,80,20.97299064,1070.961224,Preg6,6.976311864,3rd_Trimester
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.024,4297,10/1/10,10,2010,1462.457639,46.44270126,3.838219322,183,26 weeks,80,28.44725261,5689.450522,Preg6,8.646368953,Lactating_3
Preg_19,ID_16,C1,M,multi,4/1/10,9/30/10,9,30,10,0.067,4514,11/2/10,11,2010,1462.413889,25.38067778,3.233988167,215,30 weeks,80,14.54011928,1041.680188,Preg7,6.948590254,Lactating_3
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.064,680,4/16/07,4,2007,1462.373611,18.43034036,2.913998239,43,6 weeks,80,9.851972079,738.8979059,Preg14,6.60515976,1st_Trimester
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.108,748,5/2/07,5,2007,7:57,19.37367136,2.963914998,59,8 weeks,80,23.26258236,1033.892549,Preg14,6.941086132,1st_Trimester
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.076,793,6/8/07,6,2007,1462.425,33.60832083,3.51477368,96,14 weeks,80,31.6275867,1997.531792,Preg14,7.599667593,2nd_Trimester
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.078,838,7/8/07,7,2007,1462.4375,27.48999531,3.313822132,126,18 weeks,80,17.01142417,1046.856872,Preg14,6.953547499,3rd_Trimester
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.078,900,8/17/07,8,2007,1462.431944,30.53355299,3.418826177,166,22 weeks,80,14.69657853,904.4048327,Preg14,6.807277084,3rd_Trimester
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.048,914,9/1/07,9,2007,1462.445833,34.12793136,3.53011615,181,24 weeks,80,8.278056266,827.8056266,Preg14,6.718778376,3rd_Trimester
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.044,978,10/23/07,10,2007,1462.453472,50.43213582,3.920628587,233,32 weeks,80,6.88158646,750.7185229,Preg1B,6.621030778,Lactating_3
Preg_20,ID_16,C,M,multi,3/4/07,9/2/07,9,2,7,0.06,1013,11/15/07,11,2007,1462.386111,15.51638104,2.741896307,256,34 weeks,80,11.61588524,929.2708192,Preg1B,6.834400213,Lactating_3
